amazon_search_url,asin,currency,discount_pct,image_urls,images,name,num_of_ratings,price,search_term,search_term_id,star_rating,url
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B001G0EXE2,$,,https://m.media-amazon.com/images/I/71c6kE1EBZL._AC_UL1500_.jpg,,Title Professional Boxing Trunks,118,34.99,Blue Boxing Shorts,nan,4.5,https://www.amazon.com/TITLE-Professional-Boxing-Trunks-White/dp/B001G0EXE2
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B01BKZF2DS,$,,https://m.media-amazon.com/images/I/616M2RZ8PTL._AC_UL1500_.jpg,,Satin Boxing Trunks,270,39.16,Blue Boxing Shorts,nan,4.6,https://www.amazon.com/Ringside-Cleto-Reyes-Boxing-Trunks/dp/B01BKZF2DS
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B00O1LLBUW,$,,https://m.media-amazon.com/images/I/9170hSPYxgL._AC_UL1500_.jpg,,Muay Thai Boxing Shorts Traditional Styles,9,59.98,Blue Boxing Shorts,nan,4.8,https://www.amazon.com/Fairtex-Shark-Muay-Thai-Shorts-Large/dp/B00O1LLBUW
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B01GBMKY3I,$,,https://m.media-amazon.com/images/I/81sho7YFGgL._AC_UL1500_.jpg,,Kids Boxing Uniform Set Top & Shorts 2 Pcs Top shorts Boxing Clothes for Kids Boys/Girls For 03 to 14 Years,446,21.99,Blue Boxing Shorts,nan,4.3,https://www.amazon.com/Prime-Sports-Boxing-Shorts-Fabric/dp/B01GBMKY3I
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B07SH7J3H6,$,,https://m.media-amazon.com/images/I/71eZ+Lw0nHL._AC_UL1500_.jpg,,Men Boxing Shorts for Boxing Training Fitness Gym Cage Fight MMA Mauy Thai Kickboxing Trunks Clothing,301,18.99,Blue Boxing Shorts,nan,4.3,https://www.amazon.com/Boxing-Training-Fitness-Kickboxing-Clothing/dp/B07SH7J3H6
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B07CHWWRLJ,$,,https://m.media-amazon.com/images/I/91fJ2QevxPL._AC_UL1500_.jpg,,Falcon Muay Thai Shorts,210,59.0,Blue Boxing Shorts,nan,4.6,https://www.amazon.com/Hayabusa-Falcon-Kickboxing-Shorts-Medium/dp/B07CHWWRLJ
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B088Y9C1RC,$,,https://m.media-amazon.com/images/I/61p+XnoHg0L._AC_UL1500_.jpg,,Women's Soccer Dri-FIT Park III Shorts,53,29.9,Blue Boxing Shorts,nan,4.6,https://www.amazon.com/Nike-Womens-Park-Shorts-Navy/dp/B088Y9C1RC
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B001F7TGEI,$,,https://m.media-amazon.com/images/I/61shFIt7ViL._AC_UL1500_.jpg,,"Aerovent Elite Amateur Boxing Set (Original), Blue/White, X-Large",1,34.99,Blue Boxing Shorts,nan,5.0,https://www.amazon.com/Aerovent-Amateur-Boxing-Original-X-Large/dp/B001F7TGEI
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B0086K46VA,$,,https://m.media-amazon.com/images/I/71Er6ea+OzL._AC_UL1500_.jpg,,"Traditional Boxing Trunks, Blue or Red Color. Kids and Adult Sizes",80,34.95,Blue Boxing Shorts,nan,4.3,https://www.amazon.com/Traditional-Boxing-Trunks-Color-Adult/dp/B0086K46VA
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B095CK5WSL,$,,https://m.media-amazon.com/images/I/71AqyjUFxEL._AC_UL1500_.jpg,,Muay Thai Boxing Shorts,160,69.0,Blue Boxing Shorts,nan,4.7,https://www.amazon.com/YOKKAO-Muay-Institution-Boxing-Shorts/dp/B095CK5WSL
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B089M8B1Q1,$,,https://m.media-amazon.com/images/I/71-bVaRewZL._AC_UL1500_.jpg,,Roar Muay Thai Shorts MMA Gym Boxing Fighting UFC Trunks Kick Martial Arts Gear,100,19.99,Blue Boxing Shorts,nan,4.1,https://www.amazon.com/Shorts-Boxing-Fighting-Trunks-Martial/dp/B089M8B1Q1
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B098J5B1PY,$,,https://m.media-amazon.com/images/I/81wXcTdQ2HL._AC_UL1500_.jpg,,Classic Muay Thai Shorts for Men Women Boxing Kickboxing High Grade MMA Fight Clothing Training Workout Trunk,159,23.99,Blue Boxing Shorts,nan,4.5,https://www.amazon.com/SIAMKICK-Kickboxing-Clothing-Training-XX-Large/dp/B098J5B1PY
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B07LG48LGS,$,,https://m.media-amazon.com/images/I/61WtEEGOfJL._AC_UL1500_.jpg,,"Muay Thai Fight Shorts,MMA Shorts Clothing Training Cage Fighting Grappling Martial Arts Kickboxing Shorts Clothing",528,28.99,Blue Boxing Shorts,nan,4.3,https://www.amazon.com/FLUORY-Clothing-Training-Grappling-Kickboxing/dp/B07LG48LGS
https://www.amazon.com/s?k=Blue+Boxing+Shorts,B001F7TGDE,$,,https://m.media-amazon.com/images/I/61shFIt7ViL._AC_UL1500_.jpg,,Aerovent Elite Amateur Boxing Set (Original),4,34.99,Blue Boxing Shorts,nan,4.1,https://www.amazon.com/TITLE-Aerovent-Amateur-Boxing-Original/dp/B001F7TGDE
